"serial_no","climatic_z","agro_eco_z","terrain","anual_r_fmm","rice_variety","stage_of_maturity","soil_type","rice_ecosystem","topography","flooded_y_n","method_of_planting","is_the_farmer_aware_of_mg_before","rep_no","gall_count","infection_status","infection_status_bin"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",11,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",12,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",13,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",14,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",15,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",16,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",17,27,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",18,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",19,1,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",20,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",21,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",22,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",23,50,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",24,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",25,3,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",26,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",27,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",28,0,"No","0"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",29,8,"Yes","1"
"13","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1400,"MD 270","Seedling","Clay","Irrigated","Flat land","Yes","Direct seeded","No",30,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",1,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",2,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",3,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",4,1,"Yes","1"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",5,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",6,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",7,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",8,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",9,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",10,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",11,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",12,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",13,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",14,4,"Yes","1"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",15,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",16,1,"Yes","1"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",17,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",18,1,"Yes","1"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",19,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",20,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",21,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",22,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",23,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",24,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",25,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",26,1,"Yes","1"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",27,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",28,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",29,0,"No","0"
"14","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 379-2","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",30,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",1,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",2,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",3,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",4,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",5,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",6,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",7,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",8,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",9,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",10,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",11,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",12,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",13,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",14,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",15,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",16,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",17,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",18,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",19,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",20,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",21,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",22,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",23,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",24,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",25,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",26,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",27,3,"Yes","1"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",28,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",29,0,"No","0"
"15","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1300,"Bg 450","Vegetative","Clay","Irrigated","Gentle slope","No","Direct seeded","Yes",30,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",1,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",2,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",3,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",4,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",5,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",6,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",7,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",8,15,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",9,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",10,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",11,1,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",12,1,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",13,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",14,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",15,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",16,1,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",17,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",18,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",19,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",20,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",21,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",22,2,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",23,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",24,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",25,3,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",26,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",27,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",28,0,"No","0"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",29,1,"Yes","1"
"16","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 357","Ripening","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","Yes",30,1,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",1,30,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",2,25,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",3,10,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",4,29,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",5,20,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",6,31,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",7,59,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",8,2,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",9,25,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",10,2,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",11,4,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",12,1,"Yes","1"
"18","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Vegetative","Sand mixed clay","Irrigated","Flat land","No","Direct seeded","No",13,11,"Yes","1"
